,all_reviews,release_date,developer,game_details,languages,achievements,genre,mature_content,original_price
10582,89,"Oct 15, 2018",Ravengrounds LIMITED,"Single-player,Partial Controller Support,Profile Features Limited 
									",['English'],5.0,"Action,Indie,Early Access",,4.99
10583,80,"Jan 26, 2018",IM4A,Single-player,"['English', 'Traditional Chinese']",,"Adventure,Casual,Free to Play,Indie,RPG",,0
10587,91,"Sep 13, 2018",Rimma Filato,"Single-player,Steam Achievements,Profile Features Limited 
									",['English'],6.0,"Action,Adventure,Casual,Indie",,0.99
10590,88,"Jun 5, 2014",Snowbird Games,"Single-player,Multi-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Profile Features Limited 
									","['English', 'Russian', 'German', 'Polish', 'Spanish - Spain', 'Italian']",,"Indie,Strategy",,3.99
10591,81,"Dec 1, 2019",Team Monkey,"Single-player,Partial Controller Support,Steam Cloud","['English', 'French', 'German', 'Hungarian']",,"Action,Adventure,Indie,RPG,Early Access",,14.99
10592,88,"Sep 23, 2014",Lucid Games Ltd,"Single-player,Steam Achievements,Stats",['English'],21.0,Adventure,,3.99
10596,81,"Jun 13, 2014",NeocoreGames,"Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Hungarian', 'Polish', 'Portuguese', 'Czech']",,"Action,Adventure,Indie,RPG",,4.99
10598,95,"Mar 1, 2016",Curious Planet,"Single-player,Steam Cloud","['English', 'French']",,"Action,Adventure,Indie",,9.99
10599,84,"Jul 11, 2014",HandMade Game,"Single-player,Steam Trading Cards,Steam Cloud",['English'],,"Casual,Indie",,9.99
10620,96,"Jul 19, 2018",Studio Elfriede,"Single-player,Steam Achievements,Profile Features Limited 
									",['English'],15.0,"Adventure,Indie",,5.99
10621,90,"Jan 10, 2018",Four Winged Studio,"Single-player,Steam Achievements",['English'],5.0,"Casual,Indie,Simulation",,0.99
10625,100,"Nov 16, 2018",Noblemen VR,"Single-player,Steam Achievements,Profile Features Limited 
									","['English', 'German', 'Russian']",19.0,Action,,9.99
10627,92,"Dec 7, 2017",Neko Climax Studios,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Profile Features Limited 
									","['English', 'Japanese']",,"Action,Casual,Indie"," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",3.99
10631,95,"Jul 18, 2018",Fairy Forest,"Single-player,Steam Achievements,Profile Features Limited 
									","['English', 'Russian', 'German']",13.0,"Adventure,Indie",,5.99
10632,81,"Apr 24, 2010",Battle of Crete Development Team,"Single-player,Multi-player,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Polish', 'Russian', 'Japanese', 'Czech']",,"Action,Free to Play,Strategy",,0
10635,85,"May 31, 2018",VNeroGAMEs,"Single-player,Steam Achievements,Steam Cloud","['English', 'Russian']",10.0,"Action,Casual,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, Frequent Violence or Gore, General Mature Content  ",4.99
10636,92,"May 31, 2002",Rage Software,"Single-player,Multi-player,Local Multi-Player",['English'],,"Action,Casual,Indie,Strategy",,3.99
10638,80,"May 2, 2018",Nitreal,"Single-player,Steam Achievements","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Swedish', 'Thai', 'Traditional Chinese']",20.0,"Adventure,Casual,Simulation",,12.99
10639,100,"May 11, 2018",Chloro,Single-player,"['English', 'Japanese']",,"Casual,Indie",,14.99
10643,88,"Apr 6, 2018",Whack It,Single-player,['English'],,Action," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ",1.99
10644,80,"Jun 5, 2018",BIOSZARD Dev,"Single-player,Steam Achievements,Full controller support","['English', 'Portuguese - Brazil']",14.0,"Adventure,Indie",,5.99
10648,94,"Feb 20, 2018",JibbyJib,Single-player,['English'],,"Action,Indie,RPG",,1.99
10660,91,"Feb 5, 2015",Endgame Studios,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards",['English'],102.0,"Action,Adventure,Indie",,9.99
10661,80,"Jan 10, 2018",Maximilian Ritters,"Single-player,Steam Achievements",['English'],99.0,"Casual,Indie",,0.99
10662,90,"Aug 28, 2014",Ronimo Games,"Single-player,Multi-player,Co-op,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards","['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Dutch', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",,"Action,Indie,Strategy",,13.96
10667,85,"Jul 23, 2015",Haemimont Games,"Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",,"RPG,Simulation,Strategy",,3.99
10668,100,"Dec 2, 2011",b-alive gmbh,"Single-player,Downloadable Content","['English', 'German', 'Spanish - Spain']",,"Casual,Free to Play,Indie,Simulation,Strategy",,nan
10671,82,"Sep 2, 2015","ApathyWorks, LLC","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Includes level editor",['English'],23.0,"Casual,Indie",,2.99
10673,90,"Jun 5, 2013",Shaman Games Studio,Single-player,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'Russian', 'Swedish']",,"Adventure,Casual",,6.99
10674,95,"Aug 5, 2014",Little Worlds Interactive,"Single-player,Steam Trading Cards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",,"Casual,Indie,Strategy",,6.99
10676,83,"Jul 10, 2014",Room 8 Studio,"Single-player,Steam Trading Cards",['English'],,"Casual,Indie",,3.99
10678,100,"Aug 27, 2014",Exor Studios,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","['English', 'French', 'German', 'Italian', 'Polish', 'Spanish - Spain']",,"Action,Indie,Racing",,0.99
10679,93,"Jun 13, 2016",Yakiniku Banzai,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","['English', 'Japanese']",28.0,"Adventure,Indie,Strategy",,9.99
10680,85,"Oct 14, 2014","CyberConnect2 Co., Ltd","Single-player,Multi-player,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']",,"Action,Adventure",,1.99
10681,91,"Oct 7, 2014","CyberConnect2 Co., Ltd","Single-player,Multi-player,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']",,"Action,Adventure",,1.99
10682,96,"Apr 17, 2018",Might and Delight,"Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards",['English'],,"Adventure,Indie,Massively Multiplayer",,2.99
10683,93,"Sep 30, 2014","CyberConnect2 Co., Ltd","Single-player,Multi-player,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']",,"Action,Adventure",,1.99
10686,85,"Sep 23, 2014","CyberConnect2 Co., Ltd","Single-player,Multi-player,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Russian']",,"Action,Adventure",,1.99
10687,90,"Jun 1, 2018",Technomancy Studios,"Single-player,Steam Achievements",['English'],8.0,"Casual,Indie"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ",0.99
10692,100,"Nov 12, 2018",Matthew Hare,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Profile Features Limited 
									",['English'],22.0,RPG,,4.99
10693,95,"Jul 6, 2018","Brogames,IceMakerZero","Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Profile Features Limited 
									","['English', 'Portuguese - Brazil']",6.0,"Casual,Indie",,4.99
10694,84,"Jun 1, 2018","Nikita ""Ghost_RUS","Single-player,Steam Achievements","['English', 'Russian']",11.0,"Adventure,Casual,Indie",,96.28
10718,100,"Apr 24, 2019",Dnovel,"Single-player,Steam is learning about this game 
									","['English', 'French', 'German', 'Spanish - Spain', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Russian', 'Japanese']",,"Adventure,Indie",,11.99
10725,85,"May 11, 2019",绚丽奈落,"Single-player,Steam Achievements,Steam is learning about this game 
									","['English', 'Simplified Chinese']",51.0,"Adventure,Indie,RPG,Simulation,Strategy",,5.99
10731,80,"Mar 29, 2019",搞快点工作室,"Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Stats,Steam Leaderboards,Profile Features Limited 
									","['English', 'Simplified Chinese', 'Traditional Chinese']",,"Action,Adventure,Indie",,6.99
10734,92,"Mar 22, 2019",MY.GAMES,"Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,In-App Purchases","['English', 'French', 'German', 'Polish', 'Spanish - Spain', 'Simplified Chinese', 'Portuguese - Brazil', 'Korean', 'Russian']",,"Action,Free to Play,Massively Multiplayer",,24.99
10735,100,"Nov 20, 2018",Team Eleven,"Single-player,Steam Achievements,Profile Features Limited 
									","['English', 'Korean']",27.0,"Adventure,Casual,Indie,RPG,Simulation",,14.99
10737,94,"Mar 7, 2019","CAPCOM Co., Ltd","Single-player,Online Multi-Player,Online Co-op,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Korean']",,Action," Mature Content Description  The developers describe the content like this:  WARNING: This game contains strong langauge, violence and nudity.  ",2.99
10738,93,"Apr 25, 2019",TML-Studios,"Single-player,Downloadable Content","['English', 'German', 'French', 'Polish', 'Russian', 'Portuguese - Brazil', 'Traditional Chinese', 'Portuguese', 'Turkish', 'Italian', 'Spanish - Spain', 'Hungarian', 'Swedish']",,Simulation,,0
10740,100,"Oct 2, 2018",Crypton Future Media,"Single-player,Downloadable Content,Steam Achievements,Steam Leaderboards","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Russian', 'Portuguese']",,Action,,11.99
10741,80,"Aug 28, 2018",Kerry Batts,"Single-player,Multi-player,Local Multi-Player,Shared/Split Screen,Steam Cloud,Profile Features Limited 
									",['English'],,"Indie,Simulation,Sports,Strategy",,19.99
10743,86,"Aug 22, 2018",no_rest,"Single-player,Steam Achievements,Profile Features Limited 
									","['English', 'Russian', 'Ukrainian']",9.0,"Adventure,Indie,Strategy",,5.99
10748,87,"Jul 26, 2018",Choice of Games,"Single-player,Steam Achievements,Captions available,Steam Cloud",['English'],47.0,"Adventure,Indie,RPG",,501.87
10749,87,"Oct 19, 2018",Gaming Minds Studios,"Single-player,Downloadable Content,Steam Achievements,Full controller support,Steam Cloud","['English', 'French', 'German', 'Russian', 'Simplified Chinese', 'Italian', 'Spanish - Spain', 'Polish', 'Korean']",,"Simulation,Strategy",,7.99
10750,100,"Sep 10, 2018",Corrosive Studios LLC,"Single-player,Steam Achievements,Partial Controller Support,Profile Features Limited 
									",['English'],30.0,"Action,Adventure,Indie,RPG,Strategy,Early Access",,7.99
10755,85,"Jul 13, 2018",Play Spirit Limited,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Stats,Steam Leaderboards,Profile Features Limited 
									",['English'],22.0,"Casual,Indie,Simulation,Early Access"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: General Mature Content  ",14.99
10757,91,"May 8, 2018",Sylvain Seccia,,['English'],,"Software Training,Utilities",,0
10761,90,"May 24, 2018",Obsidian Entertainment,"Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",,RPG," Mature Content Description  The developers describe the content like this:  This DLC may contain content not appropriate for all ages, or may not be appropriate for viewing at work: General Mature Content  ",0
10772,87,"Mar 15, 2011",Bacon Wrapped Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats","['English', 'French', 'German', 'Italian', 'Spanish - Spain']",25.0,"Casual,Indie",,4.99
10774,88,"Mar 25, 2011",Thomson Interactive,"Single-player,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",['English'],,Simulation,,19.99
10775,91,"Apr 8, 2011",SimBin,"Single-player,Multi-player,Downloadable Content","['English', 'French', 'German', 'Italian', 'Spanish - Spain']",,Racing,,3.99
10776,82,"Oct 22, 2010",Ivy Games,Single-player,['English'],,"Adventure,Indie",,4.99
10777,85,"Oct 8, 2010",Grendel Games,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards",['English'],65.0,"Action,Adventure,Casual,Indie",,0.99
10780,83,"May 8, 2018",ViRa Games,"Single-player,Steam Achievements,Steam Cloud","['English', 'Russian', 'Ukrainian']",29.0,"Adventure,Indie,Simulation",,14.99
10781,87,"Oct 11, 2017",Roccat Games Studio,"Single-player,Steam Achievements,Captions available","['English', 'French', 'Italian', 'German', 'Spanish - Spain']",34.0,"Adventure,Indie",,9.99
10785,94,"May 29, 2019",Chongming Studio,"Multi-player,Online Multi-Player,Co-op,Online Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam is learning about this downloadable content 
									","['English', 'Simplified Chinese']",,"Action,Indie,RPG"," Mature Content Description  The developers describe the content like this:  This game contains a chase and slash game mode that uses sharp or blunt weapons, the screen will have a blood splash effect on a successful attack and during the execution event. The setting option ""Bloody Mode"" is available in the game. Turning off the ""Bloody Mode"" can change the blood color to green and has a mosaic occlusion when executed.  ",5.99
10786,80,"May 31, 2018",AppRoarr Studios,"Single-player,Steam Achievements,Full controller support,Stats","['English', 'French', 'German', 'Spanish - Spain', 'Russian']",31.0,"Action,Indie",,2.99
10787,92,"Jan 21, 2018",Scott Ethington,"Single-player,Full controller support",['English'],,"Action,Indie",,2.99
10789,100,"Nov 29, 2018",Contra Concept,"Single-player,Partial Controller Support,Profile Features Limited 
									",['English'],,"Action,Adventure,Indie,Racing,Early Access",,12.99
